customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore,RiskTier,RiskColor,CustomerSegments,CustomerPersona
7752-WUGTS,Male,No,Yes,Yes,66,Yes,DSL,Two year,Mailed check,71.66,4775.13,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
7928-FMZEX,Female,Yes,No,No,41,Yes,Fiber optic,One year,Credit card (automatic),106.31,4398.61,No,50,Medium,#FFD700,Premium,General Subscriber
5333-CUOSY,Female,Yes,Yes,No,56,Yes,Fiber optic,Two year,Credit card (automatic),103.74,5795.43,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
2100-ZBFPQ,Male,No,No,No,69,Yes,DSL,Two year,Bank transfer (automatic),69.21,4739.26,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
5380-UZNGD,Female,No,Yes,No,56,Yes,No,Two year,Mailed check,22.34,1256.27,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7462-FMQVT,Male,No,Yes,Yes,53,Yes,No,Two year,Electronic check,22.46,1189.06,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
3144-IUTIZ,Female,No,No,No,27,Yes,No,Month-to-month,Bank transfer (automatic),21.92,593.84,No,35,Medium,#FFD700,Budget,General Subscriber
0318-NOEAP,Male,No,No,No,9,Yes,Fiber optic,One year,Credit card (automatic),105.15,949.88,No,60,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1504-HIAYC,Female,No,No,No,9,Yes,No,Month-to-month,Credit card (automatic),24.23,217.47,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3297-PJCYB,Male,Yes,No,No,64,Yes,No,Two year,Credit card (automatic),23.92,1538.86,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4706-DMKHO,Female,No,Yes,Yes,66,Yes,Fiber optic,Two year,Electronic check,102.73,6798.48,No,35,Medium,#FFD700,"Loyal, Premium",General Subscriber
2930-SZUMD,Male,No,No,No,58,Yes,DSL,Two year,Credit card (automatic),60.84,3497.5,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
4117-VSUVP,Male,No,Yes,Yes,33,Yes,No,One year,Electronic check,21.94,724.74,No,20,Low,#00F5D4,Budget,General Subscriber
5678-CIARF,Female,No,No,No,54,Yes,Fiber optic,One year,Electronic check,104.8,5666.89,No,50,Medium,#FFD700,"Loyal, Premium",General Subscriber
2315-SNUHP,Female,No,Yes,No,70,Yes,No,Two year,Electronic check,24.02,1673.86,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0464-JTIBY,Male,No,Yes,Yes,33,Yes,No,One year,Electronic check,22.82,760.59,No,20,Low,#00F5D4,Budget,General Subscriber
1926-ZRTBA,Male,No,Yes,No,62,Yes,Fiber optic,Two year,Credit card (automatic),106.5,6655.36,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
6117-YOVET,Male,No,Yes,Yes,55,No,No,Two year,Electronic check,20.77,1136.75,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7957-FJABH,Female,No,No,Yes,55,Yes,DSL,Two year,Bank transfer (automatic),67.16,3703.67,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
5769-IYDVL,Female,No,No,No,53,Yes,DSL,Two year,Mailed check,65.24,3431.26,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
2523-EIHIW,Female,Yes,Yes,No,59,Yes,Fiber optic,Two year,Electronic check,89.14,5258.3,No,40,Medium,#FFD700,Loyal,General Subscriber
2623-WVCNO,Male,No,Yes,Yes,3,Yes,DSL,Month-to-month,Electronic check,70.89,214.07,No,88,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7756-WRQWV,Male,No,No,Yes,59,Yes,No,Two year,Bank transfer (automatic),24.86,1459.35,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9812-WEUZY,Female,No,No,No,28,Yes,No,Month-to-month,Credit card (automatic),22.43,625.15,No,35,Medium,#FFD700,Budget,General Subscriber
1256-EFEAR,Female,No,No,No,45,Yes,No,One year,Mailed check,21.93,987.2,No,5,Low,#00F5D4,Budget,General Subscriber
8606-SSZUG,Male,No,Yes,No,41,Yes,DSL,One year,Mailed check,51.77,2142.71,No,15,Low,#00F5D4,Standard,General Subscriber
6036-QAQUK,Male,No,No,No,52,Yes,No,Two year,Credit card (automatic),22.47,1176.71,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8319-CVQBZ,Male,No,No,No,19,Yes,Fiber optic,Month-to-month,Credit card (automatic),108.96,2070.76,No,75,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
0231-ECPQD,Male,No,Yes,Yes,52,Yes,No,One year,Electronic check,22.76,1184.3,No,5,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2063-AIDML,Female,No,Yes,No,18,No,DSL,Month-to-month,Electronic check,74.34,1337.04,No,68,High,#FF007F,High-Risk,General Subscriber
3607-PEPFB,Male,No,Yes,Yes,47,Yes,DSL,Two year,Mailed check,56.02,2625.7,No,5,Low,#00F5D4,Standard,General Subscriber
6262-KCBJS,Male,No,Yes,Yes,49,Yes,DSL,Month-to-month,Electronic check,66.44,3261.53,No,53,Medium,#FFD700,Loyal,General Subscriber
0394-YULLQ,Male,No,No,No,14,No,DSL,Month-to-month,Mailed check,53.51,741.68,No,50,Medium,#FFD700,Standard,General Subscriber
5198-RTAMX,Female,No,Yes,No,61,Yes,Fiber optic,Two year,Bank transfer (automatic),96.83,5942.35,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
1622-VUQUJ,Female,No,No,No,35,Yes,No,Month-to-month,Mailed check,22.5,779.78,No,35,Medium,#FFD700,Budget,General Subscriber
4871-AHMZV,Male,No,No,No,5,Yes,No,Month-to-month,Credit card (automatic),24.3,120.56,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7453-CJLSL,Male,Yes,Yes,Yes,45,Yes,Fiber optic,One year,Bank transfer (automatic),95.62,4271.51,No,45,Medium,#FFD700,Premium,General Subscriber
7417-BZNAF,Female,No,No,No,62,Yes,DSL,Two year,Mailed check,61.25,3835.02,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
9541-PLIVB,Female,No,No,No,17,Yes,Fiber optic,Month-to-month,Mailed check,89.7,1516.09,No,75,High,#FF007F,High-Risk,High-Value Churn-Risk
6910-YYRFZ,Male,No,No,No,49,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.66,4669.58,No,60,High,#FF007F,"Loyal, High-Risk, Premium",High-Value Churn-Risk
6478-LMFKB,Male,No,Yes,No,70,Yes,No,Month-to-month,Mailed check,22.9,1598.39,No,15,Low,#00F5D4,"Loyal, Budget",General Subscriber
1980-YLFQG,Female,No,No,No,58,Yes,No,Two year,Electronic check,21.12,1218.27,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4016-UPOZM,Female,No,Yes,No,45,Yes,DSL,One year,Electronic check,64.47,2907.06,No,38,Medium,#FFD700,Standard,General Subscriber
4454-ANSDJ,Female,No,No,No,36,Yes,No,One year,Bank transfer (automatic),21.59,775.89,No,5,Low,#00F5D4,Budget,General Subscriber
5979-FSMFX,Male,No,No,No,72,Yes,No,Two year,Electronic check,24.31,1752.8,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5665-VZDIC,Female,No,Yes,No,24,No,No,Month-to-month,Electronic check,22.22,534.78,No,45,Medium,#FFD700,Budget,General Subscriber
0519-DPZAF,Male,No,Yes,Yes,5,Yes,No,Month-to-month,Mailed check,20.23,102.1,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4341-GLVPW,Female,No,Yes,Yes,9,Yes,DSL,Month-to-month,Credit card (automatic),56.38,511.34,No,55,Medium,#FFD700,Short-Term,General Subscriber
8894-HRGBD,Male,No,No,No,51,No,DSL,One year,Electronic check,62.98,3237.04,No,33,Medium,#FFD700,Loyal,General Subscriber
4189-BYVEJ,Male,No,Yes,No,58,Yes,Fiber optic,Two year,Credit card (automatic),85.85,4951.17,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
3149-GWCQC,Female,No,Yes,No,19,Yes,Fiber optic,One year,Mailed check,85.17,1602.15,No,45,Medium,#FFD700,Standard,General Subscriber
8349-DUCMJ,Male,No,Yes,No,28,Yes,DSL,Month-to-month,Credit card (automatic),71.94,2020.32,No,53,Medium,#FFD700,Standard,General Subscriber
2781-RCLLG,Female,No,Yes,Yes,4,Yes,No,Month-to-month,Bank transfer (automatic),21.19,84.04,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8760-EQPJT,Female,No,No,No,40,Yes,DSL,One year,Electronic check,56.2,2244.29,No,35,Medium,#FFD700,Standard,General Subscriber
2883-OTUHT,Male,No,Yes,No,71,Yes,Fiber optic,Two year,Bank transfer (automatic),95.64,6756.48,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
6982-HYFBO,Female,No,No,Yes,26,Yes,DSL,One year,Electronic check,55.78,1459.49,No,35,Medium,#FFD700,Standard,General Subscriber
8019-IMPBC,Male,No,Yes,No,47,No,DSL,One year,Mailed check,68.93,3225.78,No,23,Low,#00F5D4,Standard,General Subscriber
8562-GORUR,Male,No,No,No,50,No,DSL,Two year,Mailed check,67.59,3387.02,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
5618-ILHKP,Male,No,No,No,3,No,No,Month-to-month,Electronic check,21.17,63.56,No,70,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
8374-JRSFG,Male,Yes,Yes,Yes,4,Yes,No,Month-to-month,Electronic check,20.31,82.03,No,70,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
2959-RRCMY,Female,No,Yes,Yes,38,Yes,No,Month-to-month,Electronic check,24.96,944.76,No,40,Medium,#FFD700,Budget,General Subscriber
1329-JBFVP,Male,No,Yes,Yes,12,Yes,No,Month-to-month,Mailed check,21.89,262.97,No,30,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
5460-MRGIY,Female,No,No,No,63,Yes,No,Two year,Credit card (automatic),22.94,1447.77,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0818-OYKQR,Female,No,No,No,15,Yes,No,Month-to-month,Mailed check,21.95,331.66,No,35,Medium,#FFD700,Budget,General Subscriber
2094-KIVAF,Male,No,Yes,No,37,No,DSL,One year,Credit card (automatic),66.88,2473.91,No,23,Low,#00F5D4,Standard,General Subscriber
8689-SMTAQ,Male,No,Yes,No,28,Yes,No,Month-to-month,Bank transfer (automatic),24.5,687.51,No,30,Medium,#FFD700,Budget,General Subscriber
6317-YPCQM,Female,No,No,No,57,Yes,DSL,Two year,Credit card (automatic),69.14,3917.94,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
3032-XZNEJ,Male,No,No,No,12,Yes,Fiber optic,Month-to-month,Mailed check,91.73,1107.74,No,75,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5412-DUOMF,Female,No,Yes,No,56,Yes,No,One year,Electronic check,20.82,1175.65,No,5,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1575-QWIWZ,Female,No,No,No,50,Yes,No,Month-to-month,Mailed check,24.25,1205.86,No,20,Low,#00F5D4,"Loyal, Budget",General Subscriber
6942-ACRII,Male,No,No,Yes,49,Yes,DSL,Two year,Bank transfer (automatic),51.95,2523.3,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
7326-LEGIU,Male,No,No,No,21,Yes,No,One year,Credit card (automatic),21.4,449.0,No,10,Low,#00F5D4,Budget,General Subscriber
4401-TYQTF,Female,No,Yes,No,48,Yes,DSL,Two year,Credit card (automatic),58.57,2790.3,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
6078-CYHZQ,Male,No,No,No,45,Yes,Fiber optic,Two year,Electronic check,101.82,4582.17,No,50,Medium,#FFD700,Premium,General Subscriber
0582-VIBYL,Male,No,No,No,1,Yes,No,Month-to-month,Electronic check,22.15,22.21,No,70,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
5973-UOEKH,Female,No,No,No,5,Yes,Fiber optic,Month-to-month,Mailed check,107.3,537.0,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4009-FYXYG,Female,No,Yes,No,36,Yes,DSL,One year,Bank transfer (automatic),56.0,2021.4,No,15,Low,#00F5D4,Standard,General Subscriber
3292-MEAKV,Male,No,No,No,64,Yes,No,Two year,Credit card (automatic),21.51,1373.1,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7833-THTSY,Male,No,Yes,No,8,Yes,DSL,Month-to-month,Electronic check,69.63,559.03,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7283-TOQGA,Female,No,No,No,46,Yes,Fiber optic,One year,Electronic check,103.9,4811.19,No,60,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
5625-VXMUO,Female,No,Yes,Yes,68,Yes,Fiber optic,Two year,Electronic check,105.56,7220.38,No,35,Medium,#FFD700,"Loyal, Premium",General Subscriber
4440-VPHUD,Male,Yes,Yes,Yes,37,Yes,DSL,Month-to-month,Electronic check,65.26,2425.97,No,68,High,#FF007F,High-Risk,General Subscriber
7889-FCIDR,Female,Yes,No,No,40,Yes,No,One year,Electronic check,23.6,946.93,No,25,Low,#00F5D4,Budget,General Subscriber
5647-UVNXK,Male,No,No,No,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),106.77,535.27,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4791-ASYTW,Female,No,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,106.92,106.41,No,100,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1172-UGBGZ,Male,No,Yes,Yes,72,Yes,DSL,Two year,Bank transfer (automatic),69.57,5014.39,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
0886-WCDFY,Male,No,No,No,71,No,DSL,Two year,Mailed check,52.32,3710.65,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8109-QDVON,Male,No,No,No,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),98.35,97.91,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4147-HLTJN,Male,No,No,No,3,No,No,Month-to-month,Credit card (automatic),22.91,69.03,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3951-MUMBH,Female,No,Yes,No,29,Yes,No,One year,Electronic check,21.76,633.3,No,20,Low,#00F5D4,Budget,General Subscriber
1519-TMXVU,Female,Yes,Yes,No,13,Yes,DSL,Month-to-month,Bank transfer (automatic),67.55,880.58,No,58,Medium,#FFD700,Standard,General Subscriber
5338-YJCME,Female,No,Yes,Yes,38,Yes,DSL,One year,Electronic check,50.67,1919.74,No,30,Medium,#FFD700,Standard,General Subscriber
8343-ISGNH,Male,No,Yes,No,59,No,DSL,Two year,Mailed check,57.11,3355.66,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
1676-EDZRP,Male,No,No,No,20,Yes,DSL,Month-to-month,Credit card (automatic),68.23,1351.61,No,58,Medium,#FFD700,Standard,General Subscriber
2951-NVFRW,Female,No,No,No,57,No,DSL,Two year,Mailed check,52.55,2985.62,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8766-HIAIZ,Female,No,No,No,56,Yes,DSL,Two year,Credit card (automatic),57.58,3225.51,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
1692-CPLCO,Female,No,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,85.18,424.66,No,100,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
4580-PNNJR,Male,No,Yes,Yes,27,Yes,No,One year,Mailed check,23.87,642.56,No,5,Low,#00F5D4,Budget,General Subscriber
2245-EJZYR,Female,No,Yes,No,66,Yes,No,Two year,Bank transfer (automatic),24.15,1590.95,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1191-BUDJV,Male,No,Yes,No,60,Yes,Fiber optic,Two year,Bank transfer (automatic),97.99,5886.46,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
8922-SUBMI,Female,No,No,No,32,Yes,Fiber optic,One year,Credit card (automatic),101.0,3262.13,No,50,Medium,#FFD700,Premium,General Subscriber
2386-KNFNB,Female,No,No,No,39,Yes,DSL,Month-to-month,Bank transfer (automatic),50.0,1966.68,No,45,Medium,#FFD700,Standard,General Subscriber
2868-XPUFZ,Female,Yes,Yes,Yes,34,Yes,No,Month-to-month,Credit card (automatic),22.95,787.24,No,35,Medium,#FFD700,Budget,General Subscriber
5834-SFWMG,Male,No,No,No,2,Yes,No,Month-to-month,Mailed check,21.15,42.18,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8572-QUHIM,Female,No,Yes,No,20,No,No,Month-to-month,Mailed check,22.44,444.48,No,30,Medium,#FFD700,Budget,General Subscriber
9614-XSTVY,Female,No,No,Yes,7,Yes,DSL,Month-to-month,Electronic check,61.61,429.33,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8118-TDPUF,Male,No,No,No,19,Yes,DSL,Month-to-month,Credit card (automatic),60.52,1146.35,No,58,Medium,#FFD700,Standard,General Subscriber
0720-BRUVA,Male,No,Yes,Yes,56,Yes,No,Two year,Credit card (automatic),24.97,1393.33,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9255-WYLUN,Female,No,No,No,47,Yes,DSL,One year,Mailed check,59.5,2783.81,No,20,Low,#00F5D4,Standard,General Subscriber
9470-AELDS,Female,No,No,No,6,Yes,Fiber optic,Month-to-month,Credit card (automatic),105.22,633.71,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4877-JOMHB,Female,No,Yes,No,61,Yes,No,One year,Electronic check,22.3,1360.43,No,5,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2022-GAKYS,Male,No,No,No,72,Yes,Fiber optic,Two year,Credit card (automatic),94.45,6781.35,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0563-YGPBN,Male,No,Yes,No,43,Yes,Fiber optic,One year,Bank transfer (automatic),101.37,4343.71,No,40,Medium,#FFD700,Premium,General Subscriber
2981-VGHUE,Male,Yes,No,No,63,Yes,DSL,Two year,Credit card (automatic),67.85,4269.55,No,13,Low,#00F5D4,Loyal,Loyal Long-Term User
8459-LRYON,Male,No,Yes,No,15,Yes,No,Month-to-month,Mailed check,23.47,350.98,No,30,Medium,#FFD700,Budget,General Subscriber
1234-KSWFG,Female,No,Yes,No,8,Yes,DSL,Month-to-month,Mailed check,69.15,556.64,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2151-IVUXH,Male,No,Yes,Yes,36,Yes,No,One year,Bank transfer (automatic),21.56,771.03,No,0,Low,#00F5D4,Budget,General Subscriber
2354-UPEFI,Female,No,No,No,49,Yes,DSL,Two year,Electronic check,74.84,3630.8,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
8927-LUFGI,Female,No,Yes,No,45,Yes,DSL,Month-to-month,Bank transfer (automatic),58.36,2621.04,No,40,Medium,#FFD700,Standard,General Subscriber
9818-YERIG,Male,No,No,No,13,Yes,DSL,Month-to-month,Electronic check,72.69,944.23,No,73,High,#FF007F,High-Risk,General Subscriber
2660-SVJAJ,Male,No,No,Yes,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),93.68,655.97,No,80,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
9114-WEBER,Male,Yes,Yes,Yes,46,Yes,DSL,One year,Bank transfer (automatic),65.9,3019.15,No,28,Low,#00F5D4,Standard,General Subscriber
0979-DWHKH,Female,No,No,No,48,Yes,Fiber optic,Two year,Credit card (automatic),103.38,4940.99,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
1567-XFNCP,Female,No,Yes,Yes,65,Yes,Fiber optic,Two year,Mailed check,89.89,5865.19,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
8214-NFTFF,Female,No,Yes,Yes,25,No,DSL,One year,Mailed check,68.05,1695.73,No,28,Low,#00F5D4,Standard,General Subscriber
5046-FWTWG,Female,No,No,No,4,Yes,No,Month-to-month,Mailed check,24.42,97.11,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8959-CXZTA,Male,No,Yes,No,34,Yes,DSL,One year,Mailed check,62.72,2125.88,No,28,Low,#00F5D4,Standard,General Subscriber
2323-AAPAR,Male,No,Yes,No,20,Yes,Fiber optic,One year,Bank transfer (automatic),92.13,1830.37,No,45,Medium,#FFD700,Premium,General Subscriber
4835-UMLBR,Male,No,Yes,Yes,63,Yes,No,Two year,Electronic check,23.53,1491.17,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0556-FUJCE,Male,No,No,No,41,Yes,Fiber optic,One year,Bank transfer (automatic),99.21,4066.3,No,45,Medium,#FFD700,Premium,General Subscriber
6424-YKYGW,Female,Yes,No,No,43,Yes,DSL,One year,Mailed check,67.39,2896.52,No,33,Medium,#FFD700,Standard,General Subscriber
4310-TCKVN,Female,No,Yes,No,53,No,No,Two year,Mailed check,24.94,1334.81,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0072-WGWCX,Male,No,Yes,No,1,Yes,Fiber optic,Month-to-month,Mailed check,102.13,101.26,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5031-LXQQO,Male,Yes,No,Yes,15,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),85.53,1273.21,No,75,High,#FF007F,High-Risk,High-Value Churn-Risk
6504-WPFKL,Female,Yes,Yes,Yes,11,Yes,No,Month-to-month,Bank transfer (automatic),24.94,276.06,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4088-NXZBX,Male,No,Yes,Yes,67,Yes,DSL,Two year,Mailed check,73.07,4923.32,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
9140-AZTTV,Female,No,No,No,29,Yes,No,Month-to-month,Bank transfer (automatic),22.24,647.97,No,35,Medium,#FFD700,Budget,General Subscriber
9492-ZLIUG,Male,No,Yes,Yes,23,Yes,No,Month-to-month,Credit card (automatic),22.17,513.38,No,30,Medium,#FFD700,Budget,General Subscriber
8110-KCYFS,Female,No,No,No,1,Yes,No,Month-to-month,Credit card (automatic),22.58,22.56,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0708-WEIBQ,Female,No,Yes,No,45,Yes,Fiber optic,Two year,Mailed check,96.36,4297.59,No,30,Medium,#FFD700,Premium,General Subscriber
3661-WMUFA,Female,No,Yes,No,69,Yes,Fiber optic,Two year,Credit card (automatic),86.45,6018.87,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
1108-IAVHT,Female,No,Yes,No,54,Yes,Fiber optic,One year,Credit card (automatic),85.52,4593.01,No,30,Medium,#FFD700,Loyal,General Subscriber
3995-BMMWM,Male,No,No,No,20,Yes,No,Month-to-month,Bank transfer (automatic),23.11,458.02,No,35,Medium,#FFD700,Budget,General Subscriber
1814-TRGNP,Male,No,Yes,Yes,59,Yes,No,Two year,Electronic check,20.47,1214.18,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8603-SBGNP,Male,No,No,No,59,Yes,Fiber optic,Two year,Bank transfer (automatic),108.56,6372.8,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
2341-YMATV,Female,No,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,91.65,1551.22,No,90,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
4616-UEEWF,Male,No,No,No,8,Yes,DSL,Month-to-month,Credit card (automatic),54.23,429.67,No,60,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8465-XKSEC,Male,No,No,No,72,Yes,No,Two year,Bank transfer (automatic),22.92,1645.36,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1802-HRJRO,Male,Yes,No,No,26,Yes,No,Month-to-month,Electronic check,23.23,604.13,No,55,Medium,#FFD700,Budget,General Subscriber
6151-ZFDYN,Male,No,Yes,No,58,Yes,Fiber optic,Two year,Credit card (automatic),106.84,6196.97,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
4256-LREYS,Female,No,No,No,50,Yes,DSL,One year,Credit card (automatic),72.03,3579.43,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
3070-OTZDT,Female,No,No,No,67,Yes,DSL,Two year,Bank transfer (automatic),73.25,4938.12,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
9829-UXILI,Female,No,Yes,No,20,Yes,No,One year,Bank transfer (automatic),21.54,426.7,No,5,Low,#00F5D4,Budget,General Subscriber
4382-BGTLV,Female,No,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),89.75,1076.66,No,70,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
6036-OGGMC,Male,No,No,No,8,Yes,No,Month-to-month,Bank transfer (automatic),21.12,168.75,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4824-UHNJR,Male,Yes,Yes,No,47,Yes,Fiber optic,One year,Credit card (automatic),86.71,4037.02,No,45,Medium,#FFD700,Standard,General Subscriber
4196-JAXBB,Female,No,Yes,No,38,Yes,No,One year,Credit card (automatic),24.04,913.11,No,0,Low,#00F5D4,Budget,General Subscriber
4023-JPYDJ,Male,Yes,Yes,Yes,43,Yes,No,One year,Bank transfer (automatic),23.86,1019.43,No,5,Low,#00F5D4,Budget,General Subscriber
6756-FOLYI,Male,No,No,Yes,53,Yes,Fiber optic,Two year,Bank transfer (automatic),90.92,4831.13,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
