Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Term_Months,Monthly_EMI,Branch_ID,Loan_Application_Date,Approval_Status
LOAN-11405,CUST-2059,Auto Loan,44000.0,9.5,36,1409.45,BR-03,2023-08-01,Approved
LOAN-11406,CUST-2447,Auto Loan,50000.0,6.0,72,828.64,BR-02,2023-09-17,Approved
LOAN-11407,CUST-2323,Personal Loan,8000.0,15.0,24,387.89,BR-09,2023-03-07,Rejected
LOAN-11408,CUST-1056,Home Loan,183000.0,8.5,180,1802.07,BR-05,2023-07-06,Approved
LOAN-11409,CUST-1457,Auto Loan,52000.0,7.5,48,1257.3,BR-07,2023-12-15,Approved
LOAN-11410,CUST-2742,Home Loan,132000.0,6.0,180,1113.89,BR-09,2025-05-11,Rejected
LOAN-11411,CUST-2510,Business Loan,25000.0,8.5,120,309.96,BR-04,2023-01-26,Approved
LOAN-11412,CUST-1382,Personal Loan,27000.0,11.5,24,1264.69,BR-01,2023-07-13,Approved
LOAN-11413,CUST-2289,Business Loan,78000.0,13.0,60,1774.74,BR-08,2024-08-09,Rejected
LOAN-11414,CUST-2795,Home Loan,103000.0,8.5,360,791.98,BR-05,2023-03-28,Rejected
LOAN-11415,CUST-1291,Home Loan,167000.0,6.0,180,1409.24,BR-02,2023-06-20,Rejected
LOAN-11416,CUST-2759,Personal Loan,22000.0,10.5,36,715.05,BR-07,2023-11-21,Approved
LOAN-11417,CUST-2884,Personal Loan,17000.0,15.0,24,824.27,BR-06,2023-05-04,Rejected
LOAN-11418,CUST-2906,Auto Loan,54000.0,7.5,36,1679.74,BR-04,2024-04-14,Approved
LOAN-11419,CUST-3483,Personal Loan,16000.0,10.5,36,520.04,BR-05,2023-08-02,Approved
LOAN-11420,CUST-3846,Auto Loan,44000.0,6.0,48,1033.34,BR-02,2024-03-12,Approved
LOAN-11421,CUST-2059,Personal Loan,17000.0,15.0,24,824.27,BR-06,2023-07-29,Approved
LOAN-11422,CUST-3505,Personal Loan,30000.0,11.5,12,2658.45,BR-07,2023-05-15,Rejected
LOAN-11423,CUST-1748,Auto Loan,20000.0,5.0,48,460.59,BR-04,2023-03-22,Rejected
LOAN-11424,CUST-1375,Personal Loan,22000.0,11.5,36,725.47,BR-03,2023-11-13,Approved
LOAN-11425,CUST-3401,Personal Loan,23000.0,13.0,60,523.32,BR-09,2024-04-29,Rejected
LOAN-11426,CUST-2118,Auto Loan,44000.0,7.5,48,1063.87,BR-03,2023-06-17,Rejected
LOAN-11427,CUST-1721,Auto Loan,26000.0,7.5,60,520.99,BR-02,2024-02-03,Rejected
LOAN-11428,CUST-3728,Personal Loan,31000.0,10.5,24,1437.66,BR-01,2023-12-04,Rejected
LOAN-11429,CUST-1440,Personal Loan,31000.0,15.0,48,862.75,BR-03,2023-04-30,Rejected
LOAN-11430,CUST-1118,Home Loan,137000.0,7.0,180,1231.39,BR-06,2023-12-10,Approved
LOAN-11431,CUST-2360,Education Loan,40000.0,7.5,84,613.53,BR-08,2024-04-22,Approved
LOAN-11432,CUST-2224,Education Loan,37000.0,7.5,84,567.52,BR-01,2023-06-20,Approved
LOAN-11433,CUST-1662,Home Loan,194000.0,6.0,360,1163.13,BR-08,2023-07-04,Approved
LOAN-11434,CUST-2441,Personal Loan,12000.0,10.5,60,257.93,BR-10,2023-07-22,Rejected
LOAN-11435,CUST-3897,Home Loan,302000.0,8.5,240,2620.83,BR-10,2023-11-22,Approved
LOAN-11436,CUST-3611,Education Loan,17000.0,7.5,60,340.65,BR-07,2023-03-03,Approved
LOAN-11437,CUST-1577,Home Loan,155000.0,7.0,240,1201.71,BR-09,2024-02-17,Approved
LOAN-11438,CUST-3985,Personal Loan,31000.0,15.0,12,2798.01,BR-08,2023-10-05,Rejected
LOAN-11439,CUST-2424,Business Loan,134000.0,9.5,120,1733.93,BR-09,2023-06-14,Approved
LOAN-11440,CUST-1274,Home Loan,179000.0,10.5,120,2415.34,BR-05,2024-10-06,Rejected
LOAN-11441,CUST-1242,Auto Loan,22000.0,7.5,72,380.38,BR-06,2023-08-11,Approved
LOAN-11442,CUST-2454,Auto Loan,46000.0,9.5,36,1473.52,BR-01,2024-02-11,Approved
LOAN-11443,CUST-2832,Personal Loan,24000.0,10.5,48,614.48,BR-02,2024-10-28,Approved
LOAN-11444,CUST-2689,Personal Loan,12000.0,15.0,60,285.48,BR-01,2023-06-07,Approved
LOAN-11445,CUST-1586,Auto Loan,34000.0,7.5,72,587.86,BR-07,2023-08-12,Approved
LOAN-11446,CUST-1702,Auto Loan,39000.0,7.5,72,674.31,BR-05,2023-02-11,Approved
LOAN-11447,CUST-2605,Auto Loan,27000.0,6.0,48,634.1,BR-09,2023-03-24,Approved
LOAN-11448,CUST-3550,Personal Loan,19000.0,13.0,60,432.31,BR-01,2024-04-07,Approved
LOAN-11449,CUST-3233,Auto Loan,38000.0,6.0,60,734.65,BR-07,2023-11-12,Approved
LOAN-11450,CUST-3247,Auto Loan,46000.0,7.5,36,1430.89,BR-02,2024-05-08,Rejected
LOAN-11451,CUST-2858,Business Loan,130000.0,9.5,120,1682.17,BR-06,2024-03-01,Approved
LOAN-11452,CUST-2902,Personal Loan,27000.0,13.0,60,614.33,BR-07,2024-02-03,Approved
LOAN-11453,CUST-3719,Personal Loan,26000.0,15.0,24,1260.65,BR-02,2023-01-06,Rejected
LOAN-11454,CUST-2642,Home Loan,218000.0,7.0,240,1690.15,BR-03,2023-11-28,Approved
LOAN-11455,CUST-2806,Personal Loan,20000.0,10.5,36,650.05,BR-08,2024-05-10,Approved
LOAN-11456,CUST-1041,Home Loan,353000.0,10.5,120,4763.21,BR-10,2023-11-11,Rejected
LOAN-11457,CUST-2889,Personal Loan,17000.0,10.5,12,1498.53,BR-07,2024-01-08,Approved
LOAN-11458,CUST-1971,Business Loan,139000.0,8.5,36,4387.89,BR-10,2023-09-16,Approved
LOAN-11459,CUST-3901,Personal Loan,17000.0,17.5,48,494.94,BR-09,2023-05-07,Rejected
LOAN-11460,CUST-3716,Personal Loan,20000.0,11.5,24,936.81,BR-09,2023-01-16,Approved
LOAN-11461,CUST-1712,Education Loan,38000.0,7.5,120,451.07,BR-08,2024-05-26,Approved
LOAN-11462,CUST-1477,Personal Loan,23000.0,10.5,48,588.88,BR-03,2024-11-29,Approved
LOAN-11463,CUST-1609,Personal Loan,9000.0,15.0,12,812.32,BR-09,2023-09-23,Approved
LOAN-11464,CUST-2281,Personal Loan,34000.0,13.0,60,773.6,BR-08,2025-07-26,Rejected
LOAN-11465,CUST-3253,Personal Loan,24000.0,11.5,36,791.42,BR-09,2023-02-20,Approved
LOAN-11466,CUST-1728,Auto Loan,60000.0,9.5,48,1507.39,BR-02,2023-09-12,Rejected
LOAN-11467,CUST-2454,Auto Loan,15000.0,9.5,36,480.49,BR-07,2024-06-14,Rejected
LOAN-11468,CUST-2411,Home Loan,179000.0,10.5,360,1637.38,BR-06,2023-06-28,Rejected
LOAN-11469,CUST-2942,Personal Loan,5000.0,11.5,12,443.08,BR-05,2024-07-08,Rejected
LOAN-11470,CUST-3196,Home Loan,278000.0,10.5,180,3073.01,BR-03,2024-01-25,Approved
LOAN-11471,CUST-1903,Home Loan,391000.0,10.5,240,3903.67,BR-02,2023-05-04,Approved
LOAN-11472,CUST-2806,Education Loan,14000.0,6.5,84,207.89,BR-09,2024-08-21,Approved
LOAN-11473,CUST-2712,Personal Loan,6000.0,13.0,12,535.9,BR-06,2023-06-14,Approved
LOAN-11474,CUST-3545,Personal Loan,30000.0,11.5,60,659.78,BR-02,2023-02-26,Approved
LOAN-11475,CUST-1785,Auto Loan,47000.0,5.0,72,756.93,BR-09,2023-09-28,Approved
LOAN-11476,CUST-2723,Auto Loan,27000.0,7.5,72,466.83,BR-10,2023-08-01,Rejected
LOAN-11477,CUST-2199,Home Loan,253000.0,6.0,120,2808.82,BR-01,2023-02-13,Rejected
LOAN-11478,CUST-3873,Personal Loan,25000.0,15.0,12,2256.46,BR-05,2023-01-28,Approved
LOAN-11479,CUST-1957,Education Loan,30000.0,7.5,60,601.14,BR-09,2025-05-07,Approved
LOAN-11480,CUST-3589,Personal Loan,30000.0,15.0,12,2707.75,BR-09,2023-06-01,Approved
LOAN-11481,CUST-2394,Auto Loan,37000.0,12.0,60,823.04,BR-06,2023-07-12,Rejected
LOAN-11482,CUST-1703,Personal Loan,13000.0,11.5,24,608.92,BR-10,2023-03-02,Approved
LOAN-11483,CUST-3675,Personal Loan,9000.0,11.5,48,234.8,BR-02,2023-11-29,Approved
LOAN-11484,CUST-2445,Personal Loan,7000.0,11.5,24,327.88,BR-02,2023-09-20,Approved
LOAN-11485,CUST-3831,Auto Loan,21000.0,6.0,60,405.99,BR-10,2023-03-25,Approved
LOAN-11486,CUST-3937,Personal Loan,31000.0,11.5,48,808.76,BR-06,2023-05-14,Approved
LOAN-11487,CUST-3499,Personal Loan,8000.0,10.5,12,705.19,BR-01,2024-05-12,Approved
LOAN-11488,CUST-3778,Home Loan,207000.0,6.0,240,1483.01,BR-10,2023-04-11,Approved
LOAN-11489,CUST-1179,Home Loan,257000.0,7.0,120,2983.99,BR-07,2023-10-27,Rejected
LOAN-11490,CUST-1986,Auto Loan,56000.0,6.0,48,1315.16,BR-08,2023-03-21,Approved
LOAN-11491,CUST-3270,Auto Loan,35000.0,6.0,60,676.65,BR-05,2023-01-27,Approved
LOAN-11492,CUST-3359,Personal Loan,25000.0,17.5,60,628.06,BR-10,2023-10-04,Rejected
LOAN-11493,CUST-1257,Auto Loan,59000.0,5.0,72,950.19,BR-02,2024-09-30,Approved
LOAN-11494,CUST-2023,Auto Loan,37000.0,6.0,36,1125.61,BR-09,2023-07-31,Approved
LOAN-11495,CUST-2943,Personal Loan,33000.0,10.5,12,2908.9,BR-02,2023-02-23,Approved
LOAN-11496,CUST-1155,Home Loan,107000.0,8.5,180,1053.67,BR-06,2023-04-29,Approved
LOAN-11497,CUST-2390,Auto Loan,17000.0,7.5,72,293.93,BR-08,2023-06-26,Approved
LOAN-11498,CUST-2452,Education Loan,35000.0,11.0,60,760.98,BR-02,2023-12-20,Rejected
LOAN-11499,CUST-1601,Home Loan,351000.0,8.5,360,2698.89,BR-06,2023-04-16,Approved
LOAN-11500,CUST-1502,Personal Loan,12000.0,10.5,36,390.03,BR-10,2024-05-11,Rejected
LOAN-11501,CUST-1436,Personal Loan,20000.0,10.5,24,927.52,BR-04,2023-02-08,Rejected
LOAN-11502,CUST-2199,Home Loan,387000.0,6.0,240,2772.59,BR-08,2023-06-28,Approved
LOAN-11503,CUST-2602,Home Loan,148000.0,8.5,360,1137.99,BR-01,2023-01-04,Approved
LOAN-11504,CUST-1031,Auto Loan,20000.0,6.0,48,469.7,BR-01,2023-06-25,Approved
LOAN-11505,CUST-3909,Education Loan,17000.0,7.5,120,201.79,BR-06,2023-03-12,Approved
LOAN-11506,CUST-2083,Home Loan,159000.0,10.5,120,2145.47,BR-08,2023-02-28,Rejected
LOAN-11507,CUST-1729,Personal Loan,27000.0,15.0,60,642.33,BR-02,2023-12-19,Rejected
LOAN-11508,CUST-2343,Personal Loan,24000.0,15.0,12,2166.2,BR-06,2023-09-25,Rejected
LOAN-11509,CUST-2354,Personal Loan,9000.0,11.5,24,421.56,BR-04,2025-02-11,Approved
LOAN-11510,CUST-3183,Business Loan,39000.0,8.5,60,800.14,BR-01,2023-05-11,Approved
LOAN-11511,CUST-3429,Personal Loan,23000.0,15.0,60,547.17,BR-08,2023-05-06,Rejected
LOAN-11512,CUST-1209,Personal Loan,16000.0,10.5,12,1410.38,BR-10,2023-08-22,Rejected
LOAN-11513,CUST-1944,Personal Loan,19000.0,11.5,60,417.86,BR-06,2023-12-04,Approved
LOAN-11514,CUST-1194,Home Loan,87000.0,7.0,180,781.98,BR-09,2023-05-15,Approved
LOAN-11515,CUST-3271,Home Loan,210000.0,7.0,360,1397.14,BR-03,2024-08-04,Approved
LOAN-11516,CUST-2512,Personal Loan,13000.0,11.5,12,1152.0,BR-03,2024-03-31,Approved
LOAN-11517,CUST-2366,Personal Loan,6000.0,11.5,48,156.53,BR-05,2023-04-11,Approved
LOAN-11518,CUST-1606,Personal Loan,18000.0,11.5,36,593.57,BR-02,2023-06-27,Rejected
LOAN-11519,CUST-3932,Personal Loan,21000.0,13.0,12,1875.66,BR-01,2023-01-18,Approved
LOAN-11520,CUST-2187,Home Loan,348000.0,10.5,360,3183.29,BR-02,2023-05-25,Rejected
LOAN-11521,CUST-3249,Auto Loan,27000.0,6.0,36,821.39,BR-08,2023-10-16,Approved
LOAN-11522,CUST-3716,Education Loan,12000.0,7.5,84,184.06,BR-06,2023-08-22,Rejected
LOAN-11523,CUST-2520,Auto Loan,22000.0,7.5,36,684.34,BR-10,2024-02-10,Approved
LOAN-11524,CUST-3971,Business Loan,26000.0,11.0,48,671.98,BR-07,2025-03-20,Approved
LOAN-11525,CUST-2019,Education Loan,43000.0,6.5,84,638.53,BR-05,2024-06-01,Approved
LOAN-11526,CUST-1843,Home Loan,115000.0,7.0,120,1335.25,BR-05,2023-02-18,Approved
LOAN-11527,CUST-1192,Education Loan,13000.0,9.0,60,269.86,BR-05,2023-08-08,Approved
LOAN-11528,CUST-3026,Personal Loan,11000.0,10.5,48,281.64,BR-05,2024-03-03,Rejected
LOAN-11529,CUST-1966,Personal Loan,35000.0,11.5,36,1154.16,BR-05,2024-04-09,Approved
LOAN-11530,CUST-2983,Home Loan,275000.0,10.5,360,2515.53,BR-10,2023-03-08,Approved
LOAN-11531,CUST-2931,Auto Loan,39000.0,9.5,48,979.8,BR-08,2023-03-30,Approved
LOAN-11532,CUST-1780,Auto Loan,52000.0,7.5,72,899.09,BR-03,2023-06-30,Approved
LOAN-11533,CUST-1563,Auto Loan,29000.0,5.0,36,869.16,BR-07,2023-05-21,Approved
LOAN-11534,CUST-3052,Auto Loan,49000.0,7.5,36,1524.2,BR-07,2025-03-02,Rejected
LOAN-11535,CUST-3489,Auto Loan,21000.0,7.5,48,507.76,BR-01,2023-10-15,Approved
LOAN-11536,CUST-3736,Personal Loan,11000.0,15.0,60,261.69,BR-04,2023-07-17,Rejected
LOAN-11537,CUST-3910,Personal Loan,19000.0,11.5,24,889.97,BR-05,2023-08-11,Rejected
LOAN-11538,CUST-3706,Auto Loan,39000.0,7.5,36,1213.14,BR-10,2024-04-06,Rejected
LOAN-11539,CUST-2902,Personal Loan,17000.0,13.0,48,456.07,BR-05,2023-03-12,Approved
LOAN-11540,CUST-3680,Auto Loan,23000.0,7.5,60,460.87,BR-01,2023-05-01,Approved
LOAN-11541,CUST-1301,Education Loan,31000.0,7.5,120,367.98,BR-03,2024-10-05,Approved
LOAN-11542,CUST-2492,Auto Loan,30000.0,7.5,48,725.37,BR-05,2023-12-22,Rejected
LOAN-11543,CUST-3564,Personal Loan,21000.0,17.5,12,1920.29,BR-07,2023-02-13,Rejected
LOAN-11544,CUST-1764,Home Loan,398000.0,10.5,360,3640.66,BR-06,2024-11-26,Approved
LOAN-11545,CUST-3813,Personal Loan,5000.0,15.0,60,118.95,BR-05,2024-01-28,Rejected
LOAN-11546,CUST-2418,Education Loan,28000.0,7.5,84,429.47,BR-09,2023-07-05,Approved
LOAN-11547,CUST-1395,Personal Loan,31000.0,11.5,24,1452.05,BR-04,2023-12-19,Approved
LOAN-11548,CUST-2594,Auto Loan,21000.0,6.0,60,405.99,BR-05,2023-12-06,Rejected
LOAN-11549,CUST-2169,Auto Loan,42000.0,6.0,48,986.37,BR-10,2024-06-13,Approved
LOAN-11550,CUST-3438,Home Loan,250000.0,8.5,120,3099.64,BR-04,2023-03-03,Rejected
LOAN-11551,CUST-1657,Personal Loan,18000.0,13.0,36,606.49,BR-03,2023-03-10,Approved
LOAN-11552,CUST-3318,Auto Loan,49000.0,7.5,72,847.22,BR-09,2023-09-21,Rejected
LOAN-11553,CUST-3993,Personal Loan,25000.0,13.0,12,2232.93,BR-02,2023-08-09,Approved
LOAN-11554,CUST-3200,Personal Loan,21000.0,15.0,12,1895.42,BR-08,2023-11-04,Approved
LOAN-11555,CUST-3203,Personal Loan,19000.0,11.5,48,495.69,BR-02,2023-02-09,Approved
LOAN-11556,CUST-3020,Education Loan,20000.0,6.5,120,227.1,BR-09,2023-01-22,Approved
LOAN-11557,CUST-2048,Personal Loan,24000.0,13.0,36,808.65,BR-10,2024-03-01,Approved
LOAN-11558,CUST-1213,Personal Loan,10000.0,15.0,60,237.9,BR-08,2023-11-24,Rejected
LOAN-11559,CUST-2444,Education Loan,8000.0,7.5,84,122.71,BR-07,2025-03-25,Rejected
LOAN-11560,CUST-1444,Auto Loan,16000.0,5.0,60,301.94,BR-06,2023-02-27,Approved
LOAN-11561,CUST-3856,Home Loan,120000.0,6.0,120,1332.25,BR-06,2023-08-28,Approved
LOAN-11562,CUST-1183,Auto Loan,58000.0,9.5,36,1857.91,BR-07,2024-08-22,Rejected
LOAN-11563,CUST-2295,Home Loan,350000.0,7.0,120,4063.8,BR-10,2024-04-24,Approved
LOAN-11564,CUST-1967,Business Loan,124000.0,8.5,60,2544.05,BR-02,2023-03-23,Approved
LOAN-11565,CUST-2370,Home Loan,113000.0,8.5,240,980.64,BR-07,2024-10-04,Approved
LOAN-11566,CUST-1570,Personal Loan,32000.0,10.5,24,1484.03,BR-06,2023-09-19,Approved
LOAN-11567,CUST-2500,Education Loan,21000.0,6.5,120,238.45,BR-07,2024-01-02,Approved
LOAN-11568,CUST-1899,Personal Loan,32000.0,10.5,24,1484.03,BR-08,2023-03-12,Rejected
LOAN-11569,CUST-2906,Personal Loan,21000.0,13.0,12,1875.66,BR-04,2023-08-14,Approved
LOAN-11570,CUST-1218,Personal Loan,8000.0,13.0,48,214.62,BR-04,2023-01-13,Approved
LOAN-11571,CUST-2191,Personal Loan,33000.0,11.5,60,725.76,BR-09,2023-07-19,Rejected
LOAN-11572,CUST-1586,Personal Loan,10000.0,13.0,48,268.27,BR-02,2023-06-26,Approved
LOAN-11573,CUST-3963,Home Loan,239000.0,7.0,180,2148.2,BR-05,2023-02-18,Rejected
LOAN-11574,CUST-1737,Home Loan,381000.0,6.0,240,2729.6,BR-06,2023-02-15,Approved
LOAN-11575,CUST-3665,Personal Loan,22000.0,13.0,24,1045.92,BR-09,2023-01-13,Approved
LOAN-11576,CUST-1059,Education Loan,22000.0,11.0,84,376.69,BR-04,2023-08-21,Rejected
LOAN-11577,CUST-3109,Personal Loan,12000.0,13.0,24,570.5,BR-03,2023-08-14,Approved
LOAN-11578,CUST-2040,Auto Loan,48000.0,6.0,48,1127.28,BR-05,2023-02-27,Approved
LOAN-11579,CUST-3495,Auto Loan,39000.0,12.0,36,1295.36,BR-10,2023-10-24,Rejected
LOAN-11580,CUST-2286,Auto Loan,28000.0,6.0,36,851.81,BR-10,2023-06-24,Approved
LOAN-11581,CUST-1050,Personal Loan,27000.0,11.5,60,593.8,BR-02,2023-03-26,Approved
LOAN-11582,CUST-3078,Education Loan,39000.0,6.5,84,579.13,BR-09,2023-11-21,Rejected
LOAN-11583,CUST-3892,Auto Loan,30000.0,7.5,36,933.19,BR-08,2023-03-02,Rejected
LOAN-11584,CUST-1098,Home Loan,133000.0,7.0,120,1544.24,BR-05,2023-08-06,Approved
LOAN-11585,CUST-1972,Personal Loan,28000.0,10.5,60,601.83,BR-07,2023-05-08,Approved
LOAN-11586,CUST-2376,Home Loan,424000.0,8.5,120,5256.99,BR-03,2024-02-04,Rejected
LOAN-11587,CUST-3743,Home Loan,358000.0,6.0,240,2564.82,BR-01,2023-09-24,Approved
LOAN-11588,CUST-1110,Personal Loan,16000.0,11.5,12,1417.84,BR-10,2024-06-12,Approved
LOAN-11589,CUST-1383,Home Loan,110000.0,10.5,360,1006.21,BR-07,2023-12-26,Approved
LOAN-11590,CUST-3519,Auto Loan,17000.0,9.5,72,310.67,BR-09,2023-07-31,Approved
LOAN-11591,CUST-2677,Education Loan,36000.0,7.5,84,552.18,BR-06,2023-03-13,Approved
LOAN-11592,CUST-1490,Auto Loan,30000.0,6.0,36,912.66,BR-06,2024-01-30,Approved
LOAN-11593,CUST-2338,Auto Loan,51000.0,9.5,48,1281.28,BR-01,2023-01-28,Rejected
LOAN-11594,CUST-2641,Personal Loan,7000.0,10.5,60,150.46,BR-10,2023-04-11,Approved
LOAN-11595,CUST-2290,Personal Loan,8000.0,10.5,60,171.95,BR-06,2023-11-01,Approved
LOAN-11596,CUST-1409,Home Loan,440000.0,6.0,180,3712.97,BR-03,2025-02-12,Rejected
LOAN-11597,CUST-3391,Education Loan,25000.0,9.0,84,402.23,BR-01,2023-12-09,Approved
LOAN-11598,CUST-3155,Personal Loan,34000.0,11.5,36,1121.18,BR-04,2024-11-03,Approved
LOAN-11599,CUST-2623,Auto Loan,53000.0,5.0,48,1220.55,BR-08,2024-02-24,Approved
LOAN-11600,CUST-3425,Education Loan,45000.0,9.0,60,934.13,BR-07,2023-05-27,Approved
LOAN-11601,CUST-1994,Personal Loan,22000.0,15.0,24,1066.71,BR-05,2024-12-04,Rejected
LOAN-11602,CUST-1488,Business Loan,82000.0,11.0,36,2684.57,BR-05,2023-06-16,Rejected
LOAN-11603,CUST-3274,Business Loan,149000.0,11.0,120,2052.48,BR-07,2023-01-09,Rejected
LOAN-11604,CUST-2206,Auto Loan,37000.0,6.0,60,715.31,BR-02,2023-02-10,Rejected
LOAN-11605,CUST-1630,Personal Loan,28000.0,13.0,24,1331.17,BR-06,2023-03-16,Rejected
LOAN-11606,CUST-1411,Auto Loan,43000.0,6.0,60,831.31,BR-10,2023-01-23,Rejected
LOAN-11607,CUST-3372,Home Loan,315000.0,8.5,120,3905.55,BR-06,2023-07-13,Rejected
LOAN-11608,CUST-1600,Personal Loan,11000.0,13.0,24,522.96,BR-05,2023-11-19,Approved
LOAN-11609,CUST-2839,Home Loan,323000.0,7.0,120,3750.3,BR-09,2024-04-23,Approved
LOAN-11610,CUST-2983,Home Loan,309000.0,10.5,360,2826.54,BR-09,2023-01-11,Rejected
LOAN-11611,CUST-2524,Business Loan,146000.0,11.0,60,3174.39,BR-10,2023-07-29,Rejected
LOAN-11612,CUST-2747,Personal Loan,23000.0,11.5,60,505.83,BR-05,2024-12-30,Approved
LOAN-11613,CUST-3370,Personal Loan,25000.0,11.5,36,824.4,BR-06,2024-04-10,Approved
LOAN-11614,CUST-2536,Personal Loan,5000.0,11.5,36,164.88,BR-09,2023-12-23,Approved
LOAN-11615,CUST-2654,Auto Loan,28000.0,5.0,36,839.19,BR-03,2023-09-19,Approved
LOAN-11616,CUST-3450,Business Loan,47000.0,11.0,36,1538.72,BR-08,2024-01-25,Approved
LOAN-11617,CUST-2419,Auto Loan,35000.0,5.0,60,660.49,BR-05,2023-05-08,Approved
LOAN-11618,CUST-2131,Education Loan,25000.0,7.5,60,500.95,BR-01,2023-04-15,Approved
LOAN-11619,CUST-1924,Personal Loan,10000.0,13.0,48,268.27,BR-10,2023-06-10,Rejected
LOAN-11620,CUST-1367,Personal Loan,33000.0,13.0,48,885.31,BR-07,2025-09-02,Approved
LOAN-11621,CUST-3932,Personal Loan,23000.0,13.0,36,774.96,BR-05,2024-08-04,Approved
LOAN-11622,CUST-2398,Personal Loan,19000.0,13.0,60,432.31,BR-01,2023-01-30,Approved
LOAN-11623,CUST-3687,Personal Loan,21000.0,10.5,12,1851.12,BR-04,2023-02-20,Approved
LOAN-11624,CUST-2823,Personal Loan,24000.0,11.5,60,527.82,BR-08,2023-03-20,Approved
LOAN-11625,CUST-3814,Personal Loan,29000.0,11.5,36,956.3,BR-03,2023-04-25,Approved
LOAN-11626,CUST-2294,Home Loan,342000.0,8.5,240,2967.96,BR-10,2023-03-15,Rejected
LOAN-11627,CUST-2988,Personal Loan,28000.0,10.5,12,2468.16,BR-05,2023-02-20,Approved
LOAN-11628,CUST-3602,Personal Loan,33000.0,15.0,12,2978.52,BR-01,2023-03-01,Rejected
LOAN-11629,CUST-1995,Personal Loan,23000.0,11.5,48,600.05,BR-01,2024-12-03,Approved
LOAN-11630,CUST-3186,Auto Loan,41000.0,5.0,48,944.2,BR-07,2023-01-29,Approved
LOAN-11631,CUST-3842,Home Loan,416000.0,8.5,180,4096.52,BR-09,2024-12-14,Rejected
LOAN-11632,CUST-3789,Personal Loan,13000.0,13.0,24,618.04,BR-05,2023-03-01,Approved
LOAN-11633,CUST-2972,Home Loan,246000.0,10.5,360,2250.26,BR-02,2023-10-29,Approved
LOAN-11634,CUST-1559,Home Loan,397000.0,7.0,180,3568.35,BR-01,2023-09-04,Rejected
LOAN-11635,CUST-1441,Personal Loan,14000.0,13.0,12,1250.44,BR-03,2023-11-22,Rejected
LOAN-11636,CUST-3887,Personal Loan,19000.0,17.5,12,1737.4,BR-08,2023-06-08,Rejected
LOAN-11637,CUST-2916,Business Loan,23000.0,9.5,48,577.83,BR-04,2024-01-02,Approved
LOAN-11638,CUST-2168,Personal Loan,15000.0,11.5,60,329.89,BR-02,2023-03-06,Approved
LOAN-11639,CUST-2786,Business Loan,84000.0,9.5,120,1086.94,BR-02,2023-01-07,Approved
LOAN-11640,CUST-2259,Personal Loan,20000.0,10.5,36,650.05,BR-06,2023-07-01,Approved
LOAN-11641,CUST-1526,Personal Loan,26000.0,11.5,24,1217.85,BR-10,2023-04-07,Approved
LOAN-11642,CUST-1368,Auto Loan,19000.0,5.0,36,569.45,BR-07,2023-06-29,Approved
LOAN-11643,CUST-1358,Auto Loan,34000.0,6.0,60,657.32,BR-03,2024-07-30,Approved
LOAN-11644,CUST-1166,Business Loan,92000.0,11.0,60,2000.3,BR-10,2025-01-07,Approved
LOAN-11645,CUST-1329,Business Loan,108000.0,11.0,120,1487.7,BR-02,2024-02-24,Approved
LOAN-11646,CUST-2744,Auto Loan,19000.0,6.0,72,314.88,BR-05,2023-02-20,Rejected
LOAN-11647,CUST-1890,Personal Loan,10000.0,10.5,60,214.94,BR-08,2024-09-15,Approved
LOAN-11648,CUST-3915,Personal Loan,27000.0,11.5,60,593.8,BR-04,2023-01-31,Approved
LOAN-11649,CUST-3123,Personal Loan,18000.0,11.5,36,593.57,BR-03,2023-11-28,Approved
LOAN-11650,CUST-1872,Personal Loan,25000.0,11.5,60,549.82,BR-06,2023-05-31,Rejected
LOAN-11651,CUST-1236,Personal Loan,27000.0,10.5,60,580.34,BR-04,2023-11-24,Approved
LOAN-11652,CUST-2947,Auto Loan,34000.0,5.0,48,783.0,BR-10,2023-03-04,Rejected
LOAN-11653,CUST-1265,Auto Loan,20000.0,6.0,60,386.66,BR-10,2023-07-05,Rejected
LOAN-11654,CUST-3577,Auto Loan,36000.0,9.5,72,657.89,BR-05,2023-04-14,Approved
LOAN-11655,CUST-1281,Home Loan,321000.0,7.0,120,3727.08,BR-04,2023-05-11,Approved
LOAN-11656,CUST-3475,Personal Loan,18000.0,11.5,12,1595.07,BR-02,2024-06-10,Rejected
LOAN-11657,CUST-3180,Home Loan,85000.0,10.5,240,848.62,BR-02,2023-09-22,Rejected
LOAN-11658,CUST-3353,Personal Loan,9000.0,15.0,12,812.32,BR-06,2024-01-05,Rejected
LOAN-11659,CUST-1363,Auto Loan,40000.0,7.5,36,1244.25,BR-05,2023-02-01,Approved
LOAN-11660,CUST-3034,Auto Loan,50000.0,6.0,60,966.64,BR-04,2025-04-14,Approved
LOAN-11661,CUST-1104,Auto Loan,55000.0,7.5,36,1710.84,BR-02,2024-02-06,Rejected
LOAN-11662,CUST-1744,Business Loan,56000.0,8.5,60,1148.93,BR-10,2023-02-18,Approved
LOAN-11663,CUST-3014,Education Loan,9000.0,6.5,84,133.64,BR-07,2023-10-16,Approved
LOAN-11664,CUST-3352,Home Loan,336000.0,7.0,120,3901.24,BR-02,2024-02-13,Rejected
